MANDT,PRICING_KEY,VERSION,KPOSN,KSCHL,KSCHL_SUBKEY,VALID_FROM_TST,VALID_TO_TST,DOCUMENT_CHAR10,DOCUMENT_ITEM,DOCUMENT,ROOT_DOC,DOCUMENT_TYPE,ROOT_DOC_TYPE,ZZNOMTK,ZZNOMIT,ZZLOCID,ZZMR_DOCTYPE,ZZVKTRA,DATE_DELIVERY,ZZEXPENSE_TYPE,ZZORIGIN_ID,ZZMR_REPREL,ZZUNMATCH_RUN,ZZPLANTTYP,ZZLOCTYP,CGROUP,CGROUP_CAT,KAPPL,MIRROR_VALUE,ZZBWART,MATNR,MATKL,WERKS,BUKRS,LAGME,BWTAR,CHARG,REALIZED,EXECUTED,SPART,KUNNR,ZZSTO_RELEVANT,ROUND_RATE,LGORT,ZZTRADE_BOOK,ZZTRADER,ZZWAERS,ZZKBETR_MASS,ZZKBETR_VOL,ZZKBETR_CMM,KMEIN,KBETR,WAERS,KAWRT,KOEIN,STWAE,KWERT,ZZKWERT_USD,WAERK,ZZUNMATCHEDQTY_VOL,ZZUNMATCHEDQTY_MASS,ZZUNMATCHEDQTY_CMM,ZZMR_CMMQTY_MATMAS,ZZMR_VOLQTY_MATMAS,ZZMR_MASSQTY_MATMAS,RISKUOM,ZZPRED_NOMTK,ZZPRED_NOMIT,PREDECESSOR_DOC,PREDECESSOR_DOC_TYPE,PREDECESSOR_DOC_ITM,PREDECESSOR_EXT_NUMBER,ZZPRED_TICKET_KEY,ZZTICKET_KEY
83,ED4163360928A0A46C684CB16C21720B6CCE4ACA,0,10,ZMP1,1,20.260.517.050.351,99.991.231.235.959,51000401,10,51000401,51000401,BUS2034,BUS2034,,0,USICUE000,ZEBT,,17.07.2025,,,,,,,M,2,V,,,CRUACCE0100,CRD,,1650,BB6,,,,,CR,100392,0,X,,CRUDE,,USD,"792,10","89,00","89,00",BB6,"890,000",US4,"55.000,00",,USD,"489.500,00","489.500,00",USD,"0,000","0,000","0,000","5.500,000","5.500,000","617,978",BB6,,0,,,0,,,
