MANDANT,OBJECTCLAS,OBJECTID,CHANGENR,TABNAME,TABKEY,FNAME,CHNGIND,TEXT_CASE,UNIT_OLD,UNIT_NEW,CUKY_OLD,CUKY_NEW,VALUE_NEW,VALUE_OLD,_DATAAGING
083,VERKBELEG,1700006448,0003169494,KONVC,000010585003ZITR,WAERS,E,1,,,,,,USD,
083,VERKBELEG,1700006448,0003169494,KONVC,000010585004ZITR,KBETR,E,1,,,USD,,,1.00,
083,VERKBELEG,1700006448,0003169494,KONVC,000010585004ZITR,KPEIN,E,1,,,,,,1,
083,VERKBELEG,1700006448,0003169494,KONVC,000010585004ZITR,WAERS,E,1,,,,,,USD,
083,VERKBELEG,1700006448,0003169494,VBAP,0831700006448000010,CMPRE,U,1,,,USD,USD,83.60,86.19,
083,VERKBELEG,1700006448,0003169494,VBAP,0831700006448000010,CMPRE_FLT,U,1,USD,USD,,,8.3600160714285721E+01,8.6187783333333329E+01,
083,VERKBELEG,1700006448,0003169494,VBEP,08317000064480000100001,WMENG,U,1,BB6,BB6,,,2800.000,3000.000,
083,VERKBELEG,1700006448,0003169494,VBEP,08317000064480000100002,BMENG,U,1,BB6,BB6,,,2800.000,3000.000,
083,VERKBELEG,1700006448,0003169637,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,6678.00,6594.00,
083,VERKBELEG,1700006448,0003169641,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,101.58,101.65,
083,VERKBELEG,1700006448,0003169641,VBAP,0831700006448000010,CMPRE_FLT,U,1,USD,USD,,,8.3600160000000002E+01,8.3600160714285721E+01,
083,VERKBELEG,1700006448,0003169641,VBEP,08317000064480000100001,LDDAT,U,1,,,,,20250623,20250622,
083,VERKBELEG,1700006448,0003169641,VBEP,08317000064480000100001,MBDAT,U,1,,,,,20250623,20250622,
083,VERKBELEG,1700006448,0003169641,VBEP,08317000064480000100001,TDDAT,U,1,,,,,20250623,20250622,
083,VERKBELEG,1700006448,0003169641,VBEP,08317000064480000100001,WADAT,U,1,,,,,20250623,20250622,
083,VERKBELEG,1700006448,0003169641,VBEP,08317000064480000100001,WMENG,U,1,BB6,BB6,,,3000.000,2800.000,
083,VERKBELEG,1700006448,0003169641,VBEP,08317000064480000100002,BMENG,U,1,BB6,BB6,,,3000.000,2800.000,
083,VERKBELEG,1700006448,0003169641,VBEP,08317000064480000100002,EDATU,U,1,,,,,20250623,20250622,
083,VERKBELEG,1700006448,0003169641,VBEP,08317000064480000100002,LDDAT,U,1,,,,,20250623,20250622,
083,VERKBELEG,1700006448,0003169641,VBEP,08317000064480000100002,MBDAT,U,1,,,,,20250623,20250622,
083,VERKBELEG,1700006448,0003169641,VBEP,08317000064480000100002,TDDAT,U,1,,,,,20250623,20250622,
083,VERKBELEG,1700006448,0003169641,VBEP,08317000064480000100002,WADAT,U,1,,,,,20250623,20250622,
083,VERKBELEG,1700006448,0003288576,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,9325.26,0.00,
083,VERKBELEG,1700006448,0003288576,VBAK,0831700006448,UVVLS,U,1,,,,,C,A,
083,VERKBELEG,1700006448,0003342672,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,10212.72,9325.26,
083,VERKBELEG,1700006449,0003169539,VBAK,0831700006449,AMTBL,U,1,,,USD,USD,189613.12,0.00,
083,VERKBELEG,1700006449,0003169539,VBAK,0831700006449,CMFRE,U,1,,,,,20250622,00000000,
083,VERKBELEG,1700006449,0003169539,VBAK,0831700006449,CMGST,U,1,,,,,D,B,
083,VERKBELEG,1700006449,0003169541,VBAP,0831700006449000010,OIC_ADESTN,U,1,,,,,USOBAI101,,
083,VERKBELEG,1700006449,0003169541,VBAP,0831700006449000010,OIC_DLAND1,U,1,,,,,US,,
083,VERKBELEG,1700006449,0003169541,VBAP,0831700006449000010,OIC_DREGIO,U,1,,,,,GA,,
083,VERKBELEG,1700006449,0003169544,KONVC,000010585001ZITR,KBETR,U,1,,,USD,USD,4.00,6.25,
083,VERKBELEG,1700006449,0003169544,KONVC,000010585002ZITR,KBETR,U,1,,,USD,USD,1.00,1.50,
083,VERKBELEG,1700006449,0003169544,KONVC,000010585003ZITR,KBETR,E,1,,,USD,,,0.50,
083,VERKBELEG,1700006449,0003169544,KONVC,000010585003ZITR,KPEIN,E,1,,,,,,1,
083,VERKBELEG,1700006449,0003169544,KONVC,000010585003ZITR,WAERS,E,1,,,,,,USD,
083,VERKBELEG,1700006449,0003169544,KONVC,000010585004ZITR,KBETR,E,1,,,USD,,,1.00,
083,VERKBELEG,1700006449,0003169544,KONVC,000010585004ZITR,KPEIN,E,1,,,,,,1,
083,VERKBELEG,1700006449,0003169544,KONVC,000010585004ZITR,WAERS,E,1,,,,,,USD,
083,VERKBELEG,1700006449,0003169544,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,101.73,102.14,
083,VERKBELEG,1700006449,0003169544,VBAP,0831700006449000010,CMPRE,U,1,,,USD,USD,83.60,86.19,
083,VERKBELEG,1700006449,0003169544,VBAP,0831700006449000010,CMPRE_FLT,U,1,USD,USD,,,8.3600158139534884E+01,8.6187781818181818E+01,
083,VERKBELEG,1700006449,0003169544,VBEP,08317000064490000100001,WMENG,U,1,BB6,BB6,,,2150.000,2200.000,
083,VERKBELEG,1700006449,0003169544,VBEP,08317000064490000100002,BMENG,U,1,BB6,BB6,,,2150.000,2200.000,
083,VERKBELEG,1700006449,0003295360,VBAK,0831700006449,CMNGV,U,1,,,,,00000000,20250622,
083,VERKBELEG,1700006449,0003342675,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,14696.22,10003.56,
083,VERKBELEG,1700006450,0003188184,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,6974.38,7920.17,
083,VERKBELEG,1700006450,0003235665,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,69.27,68.06,
083,VERKBELEG,1700006450,0003235665,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8200.00,6974.38,
083,VERKBELEG,1700006450,0003288580,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,69.33,69.27,
083,VERKBELEG,1700006450,0003288580,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8000.00,8200.00,
083,VERKBELEG,1700006450,0003295361,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8100.00,8000.00,
083,VERKBELEG,1700006450,0003295361,VBAK,0831700006450,CMNUP,U,1,,,,,20260227,20260213,
083,VERKBELEG,1700006450,0003321861,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8000.00,8100.00,
083,VERKBELEG,1700006450,0003321861,VBAK,0831700006450,CMNUP,U,1,,,,,20260329,20260227,
083,VERKBELEG,1700006450,0003333781,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8900.00,8000.00,
083,VERKBELEG,1700006450,0003333781,VBAK,0831700006450,CMNUP,U,1,,,,,20260411,20260329,
083,VERKBELEG,1700006450,0003336693,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8700.00,8900.00,
083,VERKBELEG,1700006450,0003336693,VBAK,0831700006450,CMNUP,U,1,,,,,20260412,20260411,
083,VERKBELEG,1700006450,0003339568,VBAK,0831700006450,CMNUP,U,1,,,,,20260413,20260412,
083,VERKBELEG,1700006450,0003342676,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8900.00,8700.00,
083,VERKBELEG,1700006450,0003348741,VBAK,0831700006450,CMNUP,U,1,,,,,20260419,20260414,
083,VERKBELEG,1700006450,0003351107,VBAK,0831700006450,CMNUP,U,1,,,,,20260420,20260419,
083,VERKBELEG,1700006450,0003362236,VBAK,0831700006450,CMNUP,U,1,,,,,20260426,20260420,
083,VERKBELEG,1700006450,0003364712,VBAK,0831700006450,CMNUP,U,1,,,,,20260427,20260426,
083,VERKBELEG,1700006450,0003393725,VBAK,0831700006450,CMNUP,U,1,,,,,20260511,20260427,
083,VERKBELEG,1700006450,0003397140,VBAK,0831700006450,CMNUP,U,1,,,,,20260517,20260511,
083,VERKBELEG,1700006450,0003399560,VBAK,0831700006450,CMNUP,U,1,,,,,20260518,20260517,
083,VERKBELEG,1700006451,0003169563,VBAP,0831700006451000010,OIC_ADESTN,U,1,,,,,USOBAI101,,
083,VERKBELEG,1700006451,0003169563,VBAP,0831700006451000010,OIC_DLAND1,U,1,,,,,US,,
083,VERKBELEG,1700006451,0003169563,VBAP,0831700006451000010,OIC_DREGIO,U,1,,,,,GA,,
083,VERKBELEG,1700006451,0003169572,KONVC,000010585001ZITR,KBETR,U,1,,,USD,USD,4.00,6.25,
083,VERKBELEG,1700006451,0003169572,KONVC,000010585002ZITR,KBETR,U,1,,,USD,USD,1.00,1.50,
083,VERKBELEG,1700006451,0003169572,KONVC,000010585003ZITR,KBETR,E,1,,,USD,,,0.50,
083,VERKBELEG,1700006451,0003169572,KONVC,000010585003ZITR,KPEIN,E,1,,,,,,1,
083,VERKBELEG,1700006451,0003169572,KONVC,000010585003ZITR,WAERS,E,1,,,,,,USD,
083,VERKBELEG,1700006451,0003169572,KONVC,000010585004ZITR,KBETR,E,1,,,USD,,,1.00,
083,VERKBELEG,1700006451,0003169572,KONVC,000010585004ZITR,KPEIN,E,1,,,,,,1,
083,VERKBELEG,1700006451,0003169572,KONVC,000010585004ZITR,WAERS,E,1,,,,,,USD,
083,VERKBELEG,1700006451,0003169572,VBAK,0831700006451,AMTBL,U,1,,,USD,USD,279238.51,0.00,
083,VERKBELEG,1700006451,0003169572,VBAK,0831700006451,CMFRE,U,1,,,,,20250623,00000000,
083,VERKBELEG,1700006451,0003169572,VBAK,0831700006451,CMGST,U,1,,,,,D,B,
083,VERKBELEG,1700006451,0003169572,VBAP,0831700006451000010,CMPRE,U,1,,,USD,USD,83.34,85.92,
083,VERKBELEG,1700006451,0003169572,VBAP,0831700006451000010,CMPRE_FLT,U,1,USD,USD,,,8.3339969230769228E+01,8.5919541538461544E+01,
083,VERKBELEG,1700006451,0003169574,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,101.51,102.11,
083,VERKBELEG,1700006451,0003169574,VBAP,0831700006451000010,CMPRE_FLT,U,1,USD,USD,,,8.3339971428571431E+01,8.3339969230769228E+01,
083,VERKBELEG,1700006451,0003169574,VBEP,08317000064510000100001,WMENG,U,1,BB6,BB6,,,3150.000,3250.000,
083,VERKBELEG,1700006451,0003169574,VBEP,08317000064510000100002,BMENG,U,1,BB6,BB6,,,3150.000,3250.000,
083,VERKBELEG,1700006451,0003288585,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,9325.26,0.00,
083,VERKBELEG,1700006451,0003288585,VBAK,0831700006451,UVVLS,U,1,,,,,C,A,
083,VERKBELEG,1700006451,0003342681,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,10212.72,9325.26,
083,VERKBELEG,1700006452,0003169610,VBAP,0831700006452000010,OIC_ADESTN,U,1,,,,,USINDRL001,,
083,VERKBELEG,1700006452,0003169610,VBAP,0831700006452000010,OIC_AORGIN,U,1,,,,,USINDRL001,,
083,VERKBELEG,1700006452,0003169610,VBAP,0831700006452000010,OIC_DLAND1,U,1,,,,,US,,
083,VERKBELEG,1700006452,0003169610,VBAP,0831700006452000010,OIC_DREGIO,U,1,,,,,TX,,
083,VERKBELEG,1700006452,0003169610,VBAP,0831700006452000010,OIC_OLAND1,U,1,,,,,US,,
083,VERKBELEG,1700006452,0003169610,VBAP,0831700006452000010,OIC_OREGIO,U,1,,,,,TX,,
083,VERKBELEG,1700006452,0003169620,KONVC,000010005001ZCMI,KBETR,U,1,,,US4,US4,7495.40,7493.00,
083,VERKBELEG,1700006452,0003169620,VBAP,0831700006452000010,CMPRE,U,1,,,USD,USD,74.95,74.93,
083,VERKBELEG,1700006452,0003169620,VBAP,0831700006452000010,CMPRE_FLT,U,1,USD,USD,,,7.4953999999999994E+01,7.4930000000000007E+01,
083,VERKBELEG,1700006452,0003169620,VBAP,0831700006452000010,NETPR,U,1,,,USD,USD,74.95,74.93,
083,VERKBELEG,1700006452,0003176979,KONVC,000010005001ZCMI,KBETR,U,1,,,US4,US4,7238.60,7495.40,
083,VERKBELEG,1700006452,0003176979,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,7853.70,7920.17,
083,VERKBELEG,1700006452,0003176979,VBAP,0831700006452000010,CMPRE,U,1,,,USD,USD,72.39,74.95,
083,VERKBELEG,1700006452,0003176979,VBAP,0831700006452000010,CMPRE_FLT,U,1,USD,USD,,,7.2385999999999996E+01,7.4953999999999994E+01,
083,VERKBELEG,1700006452,0003176979,VBAP,0831700006452000010,NETPR,U,1,,,USD,USD,72.39,74.95,
083,VERKBELEG,1700006452,0003188192,KONVC,000010005001ZCMI,KBETR,U,1,,,US4,US4,7155.80,7238.60,
083,VERKBELEG,1700006452,0003188192,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8000.00,7853.70,
083,VERKBELEG,1700006452,0003188192,VBAK,0831700006452,CMNGV,U,1,,,,,00000000,20250624,
083,VERKBELEG,1700006452,0003188192,VBAP,0831700006452000010,CMPRE,U,1,,,USD,USD,71.56,72.39,
083,VERKBELEG,1700006452,0003188192,VBAP,0831700006452000010,CMPRE_FLT,U,1,USD,USD,,,7.1558000000000007E+01,7.2385999999999996E+01,
083,VERKBELEG,1700006452,0003188192,VBAP,0831700006452000010,NETPR,U,1,,,USD,USD,71.56,72.39,
083,VERKBELEG,1700006452,0003235673,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8200.00,8000.00,
083,VERKBELEG,1700006452,0003288591,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8000.00,8200.00,
083,VERKBELEG,1700006452,0003342683,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8900.00,8000.00,
083,VERKBELEG,1700006453,0003169707,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8000.00,7920.17,
083,VERKBELEG,1700006453,0003235676,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,69.27,68.06,
083,VERKBELEG,1700006453,0003235676,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8200.00,8000.00,
083,VERKBELEG,1700006453,0003288595,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,69.33,69.27,
083,VERKBELEG,1700006453,0003288595,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8000.00,8200.00,
083,VERKBELEG,1700006453,0003295362,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8100.00,8000.00,
083,VERKBELEG,1700006453,0003295362,VBAK,0831700006453,CMNUP,U,1,,,,,20260227,20260213,
083,VERKBELEG,1700006453,0003321864,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8000.00,8100.00,
083,VERKBELEG,1700006453,0003321864,VBAK,0831700006453,CMNUP,U,1,,,,,20260329,20260227,
083,VERKBELEG,1700006453,0003333783,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8900.00,8000.00,
083,VERKBELEG,1700006453,0003333783,VBAK,0831700006453,CMNUP,U,1,,,,,20260411,20260329,
083,VERKBELEG,1700006453,0003336696,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8700.00,8900.00,
083,VERKBELEG,1700006453,0003336696,VBAK,0831700006453,CMNUP,U,1,,,,,20260412,20260411,
083,VERKBELEG,1700006453,0003339574,VBAK,0831700006453,CMNUP,U,1,,,,,20260413,20260412,
083,VERKBELEG,1700006453,0003342684,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8900.00,8700.00,
083,VERKBELEG,1700006453,0003348743,VBAK,0831700006453,CMNUP,U,1,,,,,20260419,20260414,
083,VERKBELEG,1700006453,0003351110,VBAK,0831700006453,CMNUP,U,1,,,,,20260420,20260419,
083,VERKBELEG,1700006453,0003362240,VBAK,0831700006453,CMNUP,U,1,,,,,20260426,20260420,
083,VERKBELEG,1700006453,0003364715,VBAK,0831700006453,CMNUP,U,1,,,,,20260427,20260426,
083,VERKBELEG,1700006453,0003393727,VBAK,0831700006453,CMNUP,U,1,,,,,20260511,20260427,
083,VERKBELEG,1700006453,0003397142,VBAK,0831700006453,CMNUP,U,1,,,,,20260517,20260511,
083,VERKBELEG,1700006453,0003399562,VBAK,0831700006453,CMNUP,U,1,,,,,20260518,20260517,
083,VERKBELEG,1700006454,0003235677,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,69.27,68.06,
083,VERKBELEG,1700006454,0003235677,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8200.00,8000.00,
083,VERKBELEG,1700006454,0003288598,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,69.33,69.27,
083,VERKBELEG,1700006454,0003288598,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8000.00,8200.00,
083,VERKBELEG,1700006454,0003295363,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8100.00,8000.00,
083,VERKBELEG,1700006454,0003295363,VBAK,0831700006454,CMNUP,U,1,,,,,20260227,20260213,
083,VERKBELEG,1700006454,0003321868,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8000.00,8100.00,
083,VERKBELEG,1700006454,0003321868,VBAK,0831700006454,CMNUP,U,1,,,,,20260329,20260227,
083,VERKBELEG,1700006454,0003333785,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8900.00,8000.00,
083,VERKBELEG,1700006454,0003333785,VBAK,0831700006454,CMNUP,U,1,,,,,20260411,20260329,
083,VERKBELEG,1700006454,0003336698,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8700.00,8900.00,
083,VERKBELEG,1700006454,0003336698,VBAK,0831700006454,CMNUP,U,1,,,,,20260412,20260411,
083,VERKBELEG,1700006454,0003339580,VBAK,0831700006454,CMNUP,U,1,,,,,20260413,20260412,
083,VERKBELEG,1700006454,0003342687,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8900.00,8700.00,
083,VERKBELEG,1700006454,0003348747,VBAK,0831700006454,CMNUP,U,1,,,,,20260419,20260414,
083,VERKBELEG,1700006454,0003351112,VBAK,0831700006454,CMNUP,U,1,,,,,20260420,20260419,
083,VERKBELEG,1700006454,0003362246,VBAK,0831700006454,CMNUP,U,1,,,,,20260426,20260420,
083,VERKBELEG,1700006454,0003364717,VBAK,0831700006454,CMNUP,U,1,,,,,20260427,20260426,
083,VERKBELEG,1700006454,0003393729,VBAK,0831700006454,CMNUP,U,1,,,,,20260511,20260427,
083,VERKBELEG,1700006454,0003397145,VBAK,0831700006454,CMNUP,U,1,,,,,20260517,20260511,
083,VERKBELEG,1700006454,0003399563,VBAK,0831700006454,CMNUP,U,1,,,,,20260518,20260517,
083,VERKBELEG,1700006455,0003177045,VBAK,0831700006455,AMTBL,U,1,,,USD,USD,95019.00,0.00,
083,VERKBELEG,1700006455,0003177045,VBAK,0831700006455,CMFRE,U,1,,,,,20250624,00000000,
083,VERKBELEG,1700006455,0003177045,VBAK,0831700006455,CMGST,U,1,,,,,D,B,
083,VERKBELEG,1700006455,0003188587,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8000.00,7572.00,
083,VERKBELEG,1700006455,0003235682,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8200.00,8000.00,
083,VERKBELEG,1700006455,0003342688,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8900.00,8200.00,
083,VERKBELEG,1700006456,0003235687,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,130.55,101.36,
083,VERKBELEG,1700006456,0003235687,KONVC,000010775001ZMP1,KBETR,U,1,,,USD,US4,8904.00,0.00,
083,VERKBELEG,1700006456,0003235687,KONVC,000010775001ZMP1,KPEIN,U,1,,,,,1,0,
083,VERKBELEG,1700006456,0003235687,KONVC,000010775001ZMP1,WAERS,U,1,,,,,US4,USD,
083,VERKBELEG,1700006456,0003235687,VBAK,0831700006456,UVVLS,U,1,,,,,C,A,
083,VERKBELEG,1700006456,0003288609,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,102.81,130.55,
083,VERKBELEG,1700006456,0003288609,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,9206.40,8904.00,
083,VERKBELEG,1700006456,0003288609,VBAK,0831700006456,CMNUP,U,1,,,,,20260213,00000000,
083,VERKBELEG,1700006456,0003295365,VBAK,0831700006456,CMNUP,U,1,,,,,20260227,20260213,
083,VERKBELEG,1700006456,0003296042,KONVC,000010005001ZCMI,KBETR,U,1,,,US4,US4,8105.02,0.00,
083,VERKBELEG,1700006456,0003296042,VBAK,0831700006456,CMGST,U,1,,,,,B,A,
083,VERKBELEG,1700006456,0003296042,VBAK,0831700006456,CMNUP,U,1,,,,,20260228,20260227,
083,VERKBELEG,1700006456,0003296042,VBAK,0831700006456,UVVLS,U,1,,,,,C,A,
083,VERKBELEG,1700006456,0003296042,VBAP,0831700006456000010,CMPRE,U,1,,,USD,USD,85.92,-1.82,
083,VERKBELEG,1700006456,0003296042,VBAP,0831700006456000010,CMPRE_FLT,U,1,USD,USD,,,8.5919540350877199E+01,-1.8173017543859649E+00,
083,VERKBELEG,1700006456,0003296042,VBAP,0831700006456000010,NETPR,U,1,,,USD,USD,79.37,-1.68,
083,VERKBELEG,1700006456,0003334905,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,14696.22,9206.40,
083,VERKBELEG,1700006456,0003334905,VBAK,0831700006456,CMNUP,U,1,,,,,20260411,20260228,
083,VERKBELEG,1700006456,0003337993,VBAK,0831700006456,CMNUP,U,1,,,,,20260412,20260411,
083,VERKBELEG,1700006456,0003340561,VBAK,0831700006456,CMNUP,U,1,,,,,20260413,20260412,
083,VERKBELEG,1700006456,0003342693,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,65.41,102.81,
083,VERKBELEG,1700006456,0003342693,VBAK,0831700006456,CMNUP,U,1,,,,,20260414,20260413,
083,VERKBELEG,1700006456,0003349691,VBAK,0831700006456,CMNUP,U,1,,,,,20260419,20260414,
083,VERKBELEG,1700006456,0003351765,VBAK,0831700006456,CMNUP,U,1,,,,,20260420,20260419,
083,VERKBELEG,1700006456,0003363156,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,0.00,14696.22,
083,VERKBELEG,1700006456,0003363156,VBAK,0831700006456,CMNUP,U,1,,,,,20260426,20260420,
083,VERKBELEG,1700006456,0003363156,VBAK,0831700006456,UVVLS,U,1,,,,,A,C,
083,VERKBELEG,1700006456,0003365334,VBAK,0831700006456,CMNUP,U,1,,,,,20260427,20260426,
083,VERKBELEG,1700006456,0003394360,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,14696.22,0.00,
083,VERKBELEG,1700006456,0003394360,VBAK,0831700006456,CMNUP,U,1,,,,,20260511,20260427,
083,VERKBELEG,1700006456,0003394360,VBAK,0831700006456,UVVLS,U,1,,,,,C,A,
083,VERKBELEG,1700006456,0003397847,VBAK,0831700006456,CMNUP,U,1,,,,,20260517,20260511,
083,VERKBELEG,1700006456,0003400210,VBAK,0831700006456,CMNUP,U,1,,,,,20260518,20260517,
083,VERKBELEG,1700006457,0003182197,VBAK,0831700006457,AMTBL,U,1,,,USD,USD,64370.00,0.00,
083,VERKBELEG,1700006457,0003182197,VBAK,0831700006457,CMFRE,U,1,,,,,20250625,00000000,
083,VERKBELEG,1700006457,0003182197,VBAK,0831700006457,CMGST,U,1,,,,,D,B,
083,VERKBELEG,1700006457,0003182199,VBAP,0831700006457000010,OIC_ADESTN,U,1,,,,,USONED101,,
083,VERKBELEG,1700006457,0003182199,VBAP,0831700006457000010,OIC_DLAND1,U,1,,,,,US,,
083,VERKBELEG,1700006457,0003182199,VBAP,0831700006457000010,OIC_DREGIO,U,1,,,,,TX,,
083,VERKBELEG,1700006457,0003182203,KONVC,000010005001ZCMI,KBETR,U,1,,,US4,US4,7155.80,6437.00,
083,VERKBELEG,1700006457,0003182203,KONVC,000010585006ZITR,KBETR,E,1,,,USD,,,0.00,
083,VERKBELEG,1700006457,0003182203,KONVC,000010585006ZITR,KPEIN,E,1,,,,,,1,
083,VERKBELEG,1700006457,0003182203,KONVC,000010585006ZITR,WAERS,E,1,,,,,,USD,
083,VERKBELEG,1700006457,0003182203,VBAK,0831700006457,CMGST,U,1,,,,,B,D,
083,VERKBELEG,1700006457,0003182203,VBAP,0831700006457000010,CMPRE,U,1,,,USD,USD,71.56,64.37,
083,VERKBELEG,1700006457,0003182203,VBAP,0831700006457000010,CMPRE_FLT,U,1,USD,USD,,,7.1558000000000007E+01,6.4370000000000005E+01,
083,VERKBELEG,1700006457,0003182203,VBAP,0831700006457000010,NETPR,U,1,,,USD,USD,71.56,64.37,
083,VERKBELEG,1700006457,0003182204,VBAK,0831700006457,AMTBL,U,1,,,USD,USD,71558.00,64370.00,
083,VERKBELEG,1700006457,0003182204,VBAK,0831700006457,CMGST,U,1,,,,,D,B,
083,VERKBELEG,1700006457,0003295366,VBAK,0831700006457,CMNGV,U,1,,,,,00000000,20250625,
083,VERKBELEG,1700006457,0003342697,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8900.00,8000.00,
083,VERKBELEG,1700006458,0003182935,KONVC,000010172001ZCF5,KBETR,U,1,,,US4,US4,4082.50,4078.75,
083,VERKBELEG,1700006458,0003182935,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,10325.00,10362.50,
083,VERKBELEG,1700006458,0003182935,VBAP,0831700006458000010,CMPRE,U,1,,,USD,USD,163.27,163.23,
083,VERKBELEG,1700006458,0003182935,VBAP,0831700006458000010,CMPRE_FLT,U,1,USD,USD,,,1.6326805999999999E+02,1.6322746666666666E+02,
083,VERKBELEG,1700006458,0003182936,VBAK,0831700006458,AMTBL,U,1,,,USD,USD,244902.09,0.00,
083,VERKBELEG,1700006458,0003182936,VBAK,0831700006458,CMFRE,U,1,,,,,20250630,00000000,
083,VERKBELEG,1700006458,0003182936,VBAK,0831700006458,CMGST,U,1,,,,,D,B,
083,VERKBELEG,1700006459,0003334907,KONVC,000010005001ZCMI,KBETR,U,1,,,US4,US4,8105.02,0.00,
083,VERKBELEG,1700006459,0003334907,VBAK,0831700006459,CMGST,U,1,,,,,B,A,
083,VERKBELEG,1700006459,0003334907,VBAK,0831700006459,CMNUP,U,1,,,,,20260411,20260227,
083,VERKBELEG,1700006459,0003334907,VBAP,0831700006459000010,CMPRE,U,1,,,USD,USD,87.33,0.00,
083,VERKBELEG,1700006459,0003334907,VBAP,0831700006459000010,CMPRE_FLT,U,1,USD,USD,,,8.7331599999999995E+01,0.0000000000000000E+00,
083,VERKBELEG,1700006459,0003334907,VBAP,0831700006459000010,NETPR,U,1,,,USD,USD,81.05,0.00,
083,VERKBELEG,1700006459,0003337994,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,91.87,95.03,
083,VERKBELEG,1700006459,0003337994,VBAK,0831700006459,CMNUP,U,1,,,,,20260412,20260411,
083,VERKBELEG,1700006459,0003340566,VBAK,0831700006459,CMNUP,U,1,,,,,20260413,20260412,
083,VERKBELEG,1700006459,0003342703,KONVC,000010005001ZCMI,KBETR,U,1,,,US4,US4,8416.66,8105.02,
083,VERKBELEG,1700006459,0003342703,KONVC,000010620001VPRS,KBETR,U,1,,,USD,USD,65.41,102.81,
083,VERKBELEG,1700006459,0003342703,KONVC,000010775001ZMP1,KBETR,U,1,,,US4,US4,8799.00,91.87,
083,VERKBELEG,1700006459,0003342703,VBAK,0831700006459,CMNUP,U,1,,,,,20260414,20260413,
083,VERKBELEG,1700006459,0003342703,VBAP,0831700006459000010,CMPRE,U,1,,,USD,USD,90.69,87.33,
